label,sentence
0,The kids were failed by Max as a father.
1,The car was being driven.
1,John seems certain about the bananas.
1,Does some student from Australia speak Chinese?
1,A solution presented itself yesterday.
1,Everyone likes himself.
1,I like the book that you gave me.
1,To what place did you travel?
0,It was to finish the homework that John tried.
1,John's plan to go abroad is nice.
1,And then all the owls go on a mice hunt.
1,He stopped writing poems.
1,I think Rosie loves magazine ads.
1,I said this.
1,They stood the statue on the pedestal.
1,"In this experiment, fourteen variables must be kept track of simultaneously."
1,The mother of the boy and the girl is arriving soon.
1,Harriet told Emma the whole story.
0,They alleged many strangers to have been in that garden.
1,Where did the policeman meet several young students?
1,The tree dropped some branches.
1,Mary should buy some flowers for her mother to arrange.
1,Rory ate muffins.
1,Steve tossed the softball.
0,I like Mary and she does like Mary too.
1,Nora sent books to children.
1,Leslie was in the flood zone.
0,What Julie did of Lloyd was become fond.
1,Carol carved the stone.
0,I funneled the mixture to Rina.
1,The dastardly surgeon stole the physician's lunch.
1,I run on the beach.
0,The jeweller copied the ring with the name.
1,I am afraid of tigers.
1,Sharon fainted at the sight of the accident.
1,The dog dug a hole in the lawn.
1,John is taller than six feet.
1,I am hoping to get an invitation and optimistic about my chances.
0,Whose tax did the nurse polish her trombone and the plumber compute?
0,Cynthia munched at peaches.
1,The piano Frank bought for Jane.
1,Rosie got struck by lightning.
1,A boy hit the ball.
1,Horror films disturb Milo.
0,They may grow as much as bamboo high.
1,I have often a cold.
1,"Fluffy is sick, which it is certain that no one here realizes."
1,Ellen and Helen argued.
1,Calvin was eating.
1,John included his name in the list.
1,How brave they must believe that you are!
0,John is a no more reliable fellow than Bill.
1,Stacy left Tucson.
1,I climbed right up the tree.
1,Mary received an award from the department.
1,I never met that man who somebody tried to kill.
1,Gordie Gillespie still can give a piece of his mind to the umps.
1,Lora buttered the toast.
1,Sasha is gobbling down dumplings faster than I can reheat the meatballs.
1,"The police read the detainees their rights, but not a single one was paying attention."
1,The monkeys approved of their leader.
0,To whom the book did you give.
1,Any lawyer could tell you that.
1,I shaved my chin.
1,John is eager to please Kim.
1,"Sean Penn can act well in many kinds of movies, can't he act well in many kinds of movies?"
0,"Which folks up at corporate headquarters do you think that the sooner you solve this problem, the quicker you'll be able to tell t to buzz off?"
1,Some rare old manuscripts have been gotten hold of.
0,He believed there to be likely that he won the game.
1,Either we Americans or I myself will get ourselves in trouble.
1,This sweater washes well.
0,Moya played football with her
1,The crane loaded the truck.
0,He was knowing the country well.
1,The prison cell was escaped by the terrorist.
1,Do you think that he sometimes went there alone?
0,The mixture funnels.
1,I knew the man with the brown hair.
0,The students looked the high stairs up.
1,I have six too many marbles.
0,I wonder whether has Mary worked for Microsoft.
0,Readings Shakespeare satisfied me
0,Sees he I often Mary?
1,Jack's pocket will have a hole in it.
0,"Bill seems to be obnoxious, but I don't think that Sam happens."
1,"Very heavy, this parcel!"
0,The cook boned the fish of its backbone.
1,The King of Rock and Roll's records led to dancing.
0,People are seething in the square.
1,He has been happy
1,Where did you send the bicycle? To Rome.
1,Springfield would have built a police station with the federal grant.
1,Through the hall echoed a loud cry.
1,He established his innocence with the letter.
0,Jason intended for he to learn magic.
1,The child clung to her mother.
1,Exactly half of the students attended some seminar.
1,"If I can, I will work on it."
1,Many people drink beer or wine.
1,David wrote that you said that Anson thought that Julie had fainted
1,They understand that you will prefer for the girl to put a picture on your desk.
0,"The more obnoxious Fred, the less you should pay attention to him."
1,Beans I don't like.
1,We made enough puddings to last for days.
1,"John has two sisters, who became lawyers."
1,I like but Tom doesn't like to visit new places.
1,Jason expected the doctor to treat Medea
0,I wonder if on which shelve John will put the book.
1,"Tom washed the car, and Dick waxed the car."
1,The man killed the king with the knife.
1,What the spy became was too friendly with his new contacts.
1,Is this teacher a genius?
1,It's the second Monday that we get back from Easter holiday.
1,"The more lobbyists he talks to, the more corrupt every senator seems to become."
0,I persuaded there to be a problem.
1,John taught new students English Syntax.
0,I forwarded Winifred the letter.
0,The package drove.
1,They believe there to be a dragon in the wood.
1,That I should evaporate is my fondest dream
1,He put the money where Lee told him to put it.
1,I separated the yolk and the white.
0,Bill's reading Shakespeare and Maureen's singing Schubert satisfies me
1,Every who read anything passed.
1,John said he was sick.
0,My eyes are itching my brother.
1,The middle class will gain from the new tax laws.
1,I like Anson
1,Gwen exchanged the dress for Mary.
1,The writers of none of the reports.
0,Robin is nothing in the box.
1,Margaret cut at the bread.
1,Carla was shoveling.
0,Bill will put a picture of she her on your desk before tomorrow.
1,George gave Jessica the book.
1,John seemed to be a great linguist.
0,Donna fixed last night's leftovers into a sandwich.
0,No one's mother saw himself.
0,I read three his books.
0,John spoke intimately French to Mary.
1,Which granny does Aunt Hattie want me to be nice and kiss?
0,That piece of ice is too big for for him to be able to pick up with a teaspoon to be likely.
1,You may pick any flower.
1,How brave everybody must think you expect me to believe he is!
1,This project is manageable.
1,Maxwell isn't much of a doctor.
0,Sandy appears that Kim is happy.
0,Everyone hopes him to sleep.
1,Ellen complained about the situation.
0,I funneled the bottle with the mixture.
0,"It is important the more you eat, the more careful you to be."
0,"I know which book Max read, and which book Oscar hasn't done so."
1,It hung on the wall.
1,There seems to be a nurse available.
1,I wonder if she will use paints.
1,That piano was bought for his secret fiancée by the wealthy young man.
1,The hardest that I believe that it ever snowed was last January 12th.
1,Fiona has not eaten the sauteed candy canes.
1,Quickly kiss Anson!
0,Some of them made as many as Joan errors.
1,I gave a gun which I had cleaned to my brother.
0,Robin arrived partway at the station.
1,Beans I don't think you'll be able to convince me Harry has ever tasted in his life.
0,"Because did Marianne love Willoughby, she refused to."
1,Who is clever?
1,"Poseidon was asleep, when the executioner arrived."
1,"The harder it has rained, how much faster a flow appears in the river?"
1,What is bothering you?
1,Is Bill eating his tuna?
1,Carla shoveled the snow from near the bushes.
1,It will take years for the Mersey to clean.
1,The child was never running to the car.
0,Brown equipped Jones a camera.
1,One of the problems was the robins.
0,Mary thinks whether Bill will come.
1,"His expectations are lower, the higher the stakes."
1,Nina got them to elect Bill.
0,Dina posed a lawyer.
0,Bill left when that no one else was awake is certain.
0,The professor found some strong evidences of water on Mars.
1,"My father, I hardly ever see him and my mother when they're not glaring at each other."
1,The car has been driven.
1,He kicked himself
0,We hope the availability of such a vaccine in ten years.
0,Can will he do it?
1,We keep those censored copies of the book hidden to protect the sensibilities of the prudish.
1,I'll work on it if Same will be too.
0,"Who is Ann going to send a picture to her teacher of, as soon as she gets home?"
0,The manager presented the foreman a gold watch.
1,Ellen said something to Helen.
0,Jason intended for PRO to learn magic.
1,John does not like Mary.
1,Calvin will be eating.
1,What you want is a little greenhouse.
0,Dorothy needs that dress a costume.
1,You friends of the king are all the same
0,Susan bought her birthday some flowers.
1,She said that into the room came Aunt Norris.
1,John bit the apple.
1,"The harder it rains, how much faster a flow do you see in the river?"
1,The tree dropped its fruit to the ground.
1,I think that John likes his beer.
1,Are you prepared for school tomorrow?
0,They think she is too much happy.
0,The package carried.
1,John has taken Bill to the library.
1,John believes himself to be the best at baseball.
1,The judge offered a prize to the winner.
1,The tornadoes that tear through this county every spring are more than just a nuisance.
1,It is raining.
0,There arrived three men at the palace.
1,They specialized.
1,Sharon flinched at the sight of the accident.
0,Sally wishes that everyone would praise herself.
0,I hunted for game in the woods.
0,The electrode was left by ions.
1,Phineas knows a girl who is working with Maxime.
1,Ayala went to the ball and was chatted to by Jonathan Stubbs.
1,Caviar is eaten by Jack more than mush.
1,The red dress with the pink stripes looks good on Sandy.
0,"Mary sang a song, but Lee did never."
1,John will leave the party earlier.
1,Owners love truffles
1,Paula trimmed the bush.
0,Door frames hit easily.
1,Bill sent Tom a package.
0,the paper to finish by tomorrow is too long.
1,John spoke French to Mary intimately.
1,Type B: It is Bill on whom John relies.
1,I often have a cold.
0,"They can't stand each other, them."
1,He's as reliable a man.
1,John came from Seoul.
1,"Once Janet left, Fred became all the crazier."
1,The president abandoned the people that voted for him.
1,She was the nicest teacher in the Senior School.
1,A review copy of the book was sent to her by the publisher.
1,I've never seen you eat asparagus.
0,This girl in the red coat will put a picture of Bill on your desk there before tomorrow.
1,Gilgamesh never flies dragons.
1,Big bowls of beans are what I like.
1,What is to come is in this document.
1,What did Jean think was likely to have been stolen?
1,"As a statesman, he scarcely could do anything worth mentioning."
0,The shirts which I went to the movies and didn't pick up will cost us a lot of money.
0,"Sally is tall, and may be, and Sheila is short, and definitely is, blond."
0,Cheryl stood on the table.
1,She fell into a funk.
1,John saw more horses than Bill saw cows or Pete talked to cats.
1,Fiona persuaded Arthur to bake a cake.
1,We made the claim that Perseus killed the Gorgon.
1,John didn't give the books to Mary and the papers to Sue.
1,What the gentleman seemed to be asking is how policy would have differed.
1,Sandra beamed.
0,Cora coiled at the rope around the post.
1,which books about cooking does Henri want to buy?
1,I would dance with Mary or Sue.
1,Can't you see I'm reading?
1,The bartender gave John some good beers.
0,John inquired that he should read it.
1,I ate the apple.
0,I sensed him for his eagerness.
1,She was sent a review copy of the book by the publisher.
1,I thought of the moon
1,The new policy was approved by the executive committee.
0,John believes that him is sick.
1,the book of poems from Blackwell by Robert Burns with a red cover takes a very long time to read.
1,The boat sank.
0,Helen wiped the wall of fingerprints.
1,I made it easy to get along with John.
1,The rope stretched over the pulley.
1,Whole wheat bread cuts easily.
1,The force of the wind broke the window.
0,What Mary donated was a lot of money to NPR.
1,She doesn't believe much of that story.
0,Give the baby the bottle awake.
0,We rummaged papers through the desk.
1,He is not finishing.
0,The stick touched the fence.
1,The rope coiled around the post.
1,Susan whispered the news to Rachel.
1,I climbed up the tree.
0,I have not should eat plums.
1,The trainer fed the steaks all to the lions.
1,John asks which book by his father he read.
1,"The cops spoke to him about that robbery yesterday, the janitor."
1,There was a snake behind the car the time bomb was sitting in.
1,John remained a student.
0,"Mary claimed that have eaten cabbage, Holly should."
0,The house constructed.
1,He was hoping for too much.
1,John is tough to please.
0,The cottage which did Mrs Dashwood accept was rather small.
0,They are intense of Bill.
1,Mary should know that you must go to the station.
0,Cheryl stood the shelf with books.
1,The umpire called it of.
0,Jennifer craned his neck.
1,I ate an apple.
1,I ask you if this is what you want.
1,We all thought he was unhappy
1,Her little sister will disagree with her.
0,We abandoned from the area.
1,We walked slowly and with great care.
1,I doubt if she kicks perfect goals every time.
1,John is as tall as that man.
1,John looked up the inside of the chimney.
1,The screw which I've got to try and find holds the door to the frame.
1,John has been taken to the library.
1,The psychologist hates phonology.
1,Would the horse budge if you pushed?
1,Tom believes Stephen to be irritating.
1,"My sister arrived at a time when no buses were running, and my brother arrived at a time when no buses were running too."
1,Every boy named every planet.
0,To him presented itself a wonderful opportunity.
1,He may not just not have been working.
1,Which poisonous plant is it certain that we will find in Amazonia?
0,Bill believes Anna and himself to be similar.
0,Jack eats more caviar than he sleeps.
0,"I, I like beer."
0,I put the book.
1,Dave was given the margarita mix.
1,It was to Boston that they decided to take the patient.
1,What did the wealthy young man buy for his secret fiancée?
1,Amanda carried the package from Boston to New York.
0,They can very.
1,What the thing which I ate cost almost broke me.
0,Ayala went to the ball and Jonathan Stubbs chatted to.
0,Bill sent London a package.
1,I inquired if we could leave early.
0,Reports of the lettering on the covers of which the government prescribes the height are shocking waste of public funds.
1,John persuaded Stephen to be more careful.
1,We need more intelligent leaders.
1,Will Tom leave the party now?
1,Ellen said to Helen that melons were selling well.
1,Bill bled on the floor.
0,What what I ate cost almost broke me.
1,Jean wants him.
0,Brown equipped a camera to Jones.
0,Maxwell isn't half the doctor that his sister is a psychologist and his father was.
1,"John, because he's such a nice guy, would like that."
0,They will give me a hat that I won't like which I know.
0,Beth tried for Bill to ask a question.
1,"Max offered the victims help, but they refused his offer."
1,The birds devour the worm.
1,John whispered that Mary left.
1,Advantage will be taken of his offer.
0,Jennie smiled the microwave.
0,These abandoned buildings lodged with squatters.
1,Cheryl stood the books next to the magazines.
1,We need to be in frequent contact with the clients.
0,Look after herself!
1,"The more she looked at pictures, the angrier Mary got."
1,What happened is they caught her without a license.
1,Ayala sent the diamond necklace back.
0,Here is the snowball which I chased the boy who threw at our teacher.
1,Several people seem several people sick.
1,"He never achieved anything, did he?"
1,Christina is ready to leave.
1,John told us which book we should review.
1,I gave the box to Leah.
1,The captain named the ship Seafarer.
1,John can go to the market on his bike on a truck.
1,I would dance with anybody.
1,I wanted Jimmy for to come with me.
0,Kim has wondered that Gary stayed in the room.
1,The kids laughed themselves into a frenzy.
1,There is every book by Chomsky in this library.
0,They lent me with a bicycle.
1,Ellen and Helen conferred.
1,The garden flowered with roses.
1,"The contractor will build a house for $ 100,000."
1,He dared not argue against his parents.
0,Ellen said to Helen.
1,The horse wouldn't budge.
0,This fact is key.
0,I lent Tony the book halfway.
1,Homer recited the poem about Achilles?
1,The man I saw left.
0,In the corner lay a dog.
1,The analysis of the problem was flawed
1,Which book by his father did he read?
1,John gave a book to the students.
1,We cannot put up with the noise anymore.
0,The gun and a description of itself lay on the bureau.
1,Those pigs love truffles
0,The car had a yellow collar on the dog which it injured.
0,"He's a man to whom liberty, we could never grant it."
1,"The higher the stakes, the lower his expectations."
0,Mary desired John to go abroad.
1,"In the book, he talks about his ups and downs at school."
1,She said that in came Aunt Norris.
1,I am delighted that Mary finished his thesis.
1,Bill broke the bathtub into pieces.
1,He is hard to love.
0,John met in the park a student.
1,We drove Highway 5 from SD to SF.
1,We love them.
1,I broke the twig off of the branch.
1,Tom hid the manuscript in the cupboard.
0,"Because Dr Jones ate too much rich food didn't he, he died of apoplexy."
1,The jockey rides the horse.
0,To the washroom kissed the Blarney stone.
0,The cat had haven eaten.
1,He blew out the candle.
1,He continued writing poems.
1,How brave he is!
1,Martha carved a piece of wood into a toy for the baby.
0,I brought a razor to shave himself with.
1,Many flags fluttered over the fort.
1,"I threw the ball to Mary, but she was looking at the birds flying overhead and didn't even notice."
0,They can door.
1,The jeweller scribbled his name on the contract.
1,"I wrote Blair a letter, but I tore it up before I sent it."
1,Bill floated down the river.
0,"I did not, as Bill had thought, go to the store."
1,Everyone hopes to sleep.
1,"The book, including all the chapters in the first section, is very interesting."
1,John has been captured by the cops and I'm afraid he'll talk.
1,Susanne gave the minivan to George.
0,The thief chased.
1,I haven't left yet
0,Truman visited yesterday you.
1,Brandon has been reading more novels than he has short stories.
1,"He can't pay taxes, can he?"
0,What that he was wearing is certain is this hat.
1,Steve pelted Anna with acorns.
1,The mouse was chased by the cat.
1,It snowed
1,No photo of Max and sketch by his students appeared in the magazine.
0,"When never had Sir Thomas been so offended, Mr Yates left."
1,Few writers meet any playwrights in Vienna.
0,The nurse who polished her trombone and the plumber computed my tax was a blond.
1,The committee haven't yet made up their mind.
1,the girls likes them.
0,The dog barked out of the room.
1,"Sorry, I gave last week."
1,Mary gets depressed when she listens to the Grateful Dead.
1,The book cost John $10.
0,Celia brushed herself.
1,John wants Bill to leave.
1,The fans got deliberately provoked by a rival group.
1,"José is eating cabbage, and Holly is too."
1,The men would not all have been working.
0,"I'm going out, wherever that hurricane."
0,Mira condemned the accident on Terry.
1,Enthusiastic golfers with large handicaps can be good company.
0,I put the table with books.
0,All Mr Collins has done is have praised Lady de Bourg.
0,Cora coiled around the post.
0,She wanted to can leave
1,These fields were marched over by all the armies of Europe.
1,Smith wants the picture to be removed from the office.
1,King Kong is a movie which you'll laugh yourself sick if you see it.
1,"They said that Tom would pay up, and pay up I believe that he did."
1,I am fond of circus performers.
1,Computer viruses increased in virulence last year.
1,Jorge was the one.
0,Pat handed a book.
1,Can't he have been working?
0,The house is been remodeling.
1,Jackie chased the thief.
0,Brown equipped a camera next to Jones.
0,I detached the handle and the box.
0,The skyscraper which the boy works in and the girl in a quonset hut belongs to Uncle Sam.
1,Cheese mice love stinks.
0,John was cost $10 by the book.
1,That Chris knew the answer occurred to Pat.
0,We are knowing this theory.
1,Mary gets depressed and she listens to the Grateful Dead.
1,Aphrodite quickly freed the animals
0,I talked to Winston about Winston.
0,The pitchfork loaded the truck.
1,The moral destruction of the president was certainly not helpful.
0,I gave the package to London.
0,The experts attributed Raphael this picture.
0,Peter is pigs
1,This theorem will take only five minutes to establish that he proved in 1930.
1,Hamsters mother attractive offspring.
1,Bill seems to him to be handsome.
0,They disappeared their way off the stage.
1,Mike quipped that she never wore this hat.
1,The soldier was given the medal by Phillip.
1,The dog flopped onto the bed.
1,Who is sailing to Ithaca?
0,"Mary claimed that intelligent, I consider Holly not."
1,All of his wealth come from real estate investments.
1,John wants to find a solution better than Christine's.
0,"I like beer, I."
1,The monkeys seem eager to leave the meeting.
0,In the garden stand a statue.
1,Julie became a fond of Lloyd.
1,"We'll do it together, you and me."
1,Any philosopher is sometimes wrong.
1,I gave a picture of a covered bridge and a hundred hikers from Hoboken to my sister.
1,John is taller than Bill is.
1,John loves pictures of himself.
1,Mary hired someone.
1,The employees staffed the store.
0,She always wore herself.
1,I believed that the sun was out.
1,I covered the bread with butter.
0,The time bomb had a snake behind the car which it was sitting in.
1,My binoculars were given to that girl by him.
1,Reggie did not chase the ball.
1,Clean your desk before tomorrow.
0,it is the tall man come from the back that Mary saw the tall man come from the back.
1,Dracula thought him to be the Prince of Darkness.
0,Jean reads never this newspaper.
1,That I am here proves that I care.
0,the branch dropped bare of its apple.
0,Willy is taller than that Bill is is generally believed.
1,All the dragons have been slain.
1,The kennel which Mary made and Fido sleeps in has been stolen.
1,You can lead a horse to water but will it drink?
0,Has not Henri studied for his exam?
0,Light was made of her indiscretions.
1,It was the man I saw that you wanted to meet.
1,John is in the room.
0,Mickey teamed with the women up.
1,The students called me a teacher.
1,The students demonstrated this morning
1,Did Frank buy the piano for Jane?
1,"Because he's such a nice guy, what would John like?"
1,We peered at the baby.
1,Felicia wrote a fine paper on Zapotec.
1,Students study English for 4 hours a day.
1,John is eager to please.
0,Carmen bought Diana of a dress.
0,John thinks what Mary bought.
1,The farmer loaded apples into the cart.
1,Kim alienated cats and beat his dog.
0,The problem disappeared the accusation.
0,It was so awful a picture as it first seemed.
0,The people in who we placed our trust left.
1,We rummaged through the desk for papers.
0,The stone knocked the pole into the road.
1,Carmen bought a dress at Bloomingdale's.
1,Show me letters!
1,Jessica splashed water at me.
0,I didn't eat any ice cream or the cake.
1,Marlene dressed the baby.
1,Cynthia ate the peach with a fork.
1,I wonder who and whose friends he handed over to the FBI.
1,It is not certain that you'll marry any particular student.
1,I will eat spaghetti on Sunday with Marco.
0,much armchair is needed.
0,Karen asked where for Jerry to put the chairs.
0,Jill gave the ball towards Bob.
0,That the march should go ahead and that it should be cancelled has been argued by different people at different times.
1,Fond of some boy every girl is.
1,The little boy hit the child with a toy.
1,I worked on Sunday in the city on that project without a break.
0,Rosemary hates.
1,I put the book in the box.
1,Gilgamesh has not read the cuneiform tablets.
1,We wonder if Bill left.
0,Paula hit the stick into the fence.
0,Who is that he has met extremely unlikely?
0,To whom is she trying to make up now?
1,The panther's coat is dark black.
1,So much did you eat that everyone gasped.
0,He will eats deep fried muffins.
1,I wonder to how many people Bill talks.
1,"Although Dick is handsome, I'm still going marry Herman."
0,There ran many people.
1,I believed these students to all like John.
1,I have never seen this movie.
1,I did not understand.
0,Jack disappeared in a mysterious manner and Marion disappeared in one too.
0,It may exist a man in the park.
1,Martha carves.
1,So fast did you run that everyone gasped.
1,That the police wanted him worried Johns but it didn't worry the boy who Mary knew.
0,Speaking not English is a disadvantage.
0,That Jean left is reluctant.
0,The house destroyed John.
1,No one can forgive you that comment.
1,They all agreed to include those matters which everyone believed had been excluded from the Treaty.
1,John is more than 6 feet tall.
0,Who was for Medea to poison awful?
1,"Some people go by car, but others by bike."
1,Would you mind taking out the garbage?
1,All Mr Collins does is praise Lady de Bourg.
1,Evidence will be presented that he was drunk.
1,Emily showed Benjamin himself in the mirror.
0,The defendant denied.
1,The boat was sunk to collect the insurance.
0,Any pilot must be flying this plane.
1,Tom tried to ask a question.
1,Sandy sang me a song.
1,Type A: It is on Bill that John relies.
0,Student studies English for 4 hours a day.
0,The thief chased down the street.
1,The king kept putting his gold under the bathtub.
0,Because in came Aunt Norris Fanny stopped talking.
1,The company in which they have invested left.
1,He mended the shoe.
1,Heat radiates from the sun.
0,I praised.
0,"While Doc might claim that Bob had read his book, he won't the paper."
0,"He can't possibly do that, possibly he?"
0,Sketch by his students appeared in the magazine.
1,Here's the whisky which I went to the store and Mike bought.
1,A book was handed to Chris by Pat.
0,I would prefer that he have not finished.
1,The horse kicked Penny's shin.
1,Carmen bought a dress from Diana.
1,My nephew could write letters to his parents with a fountain pen with your help.
1,Smith was scribbling.
1,Yesterday John talked to any woman he saw.
0,Mary prefers whether Bill will come.
1,It would be difficult to please John.
0,Who do you believe that invited Sara?
1,Mary has never kissed a man who is taller than John.
1,Frances hid the presents behind the books.
1,The collection of syntax articles with the red cover bores students of syntax in Tucson.
1,The dog went crazy.
0,The farm finally reached John after much litigation.
1,That's when I read.
1,"Medea thought that, after the executioner had left, Poseidon would be relieved."
1,The winter schedule differed from the spring schedule.
0,John suddenly got the bus off.
1,"After ten had left, seven more soldiers came in."
1,Bill alleged that Fred signed the check.
1,"I don't plan to lock the door, no matter how fancy this hotel is."
1,They wanted to leave tomorrow or on Tuesday.
0,Lilly recounted a story to remember because Holly had also recounted a story to.
1,This is the politician on whom Sandy relies.
0,The glass cut Rachel in the toe.
1,A man just came in and a woman went out who were similar in all kinds of ways.
1,Aphrodite wanted Hera to persuade Athena to leave.
1,She's gone and ruined her dress now.
1,His friend kicked a ball.
1,"The contractor will build you a house for $ 100,000."
1,This girl in the red coat will eat her breakfast and will put a picture of Bill on your desk before tomorrow.
1,Mary swam five more laps than Joan swam.
1,Bob proved this set is recursive.
0,I found there.
0,Carrie touched at the cat.
1,Tom will not leave.
1,I discovered an old English poem.
1,Mary is more than six feet tall.
0,John is being discussed and Sally is being too.
1,"Mary's happy with her work, and John's with his children."
1,Couldn't you get any tickets better than this?
0,Sally enough eats caviar.
1,Most boys did not laugh.
1,"When Bill smokes, all the more does Susan hate him."
1,The cat had been eating.
1,"John sells books, Mary buys records and Bill V newspapers."
1,Kim and Sandy met.
0,"The harder it rains, how much faster that do you run?"
1,"As it rains harder, how much faster a flow appears in the river?"
0,Kim asked me that the monkeys are very fond of chocolates.
1,"If you give him enough opportunity, every senator will succumb to corruption."
1,Shelly loves who?
0,George is having lived in Toledo for thirty years.
0,John perfectly rolled the ball down the hill.
0,It's not the case that every boy has any potatoes.
1,"The more that you eat, the less that you want."
1,Bees are swarming in the garden.
0,Doug removed the scratches out of the drawer.
1,To which man did you talk?
1,They can smile.
0,Anything hasn't happened to his optimism.
1,The president appointed Smith press secretary.
1,"We don't have potatoes, or at least not enough."
1,Tony broke her arm.
1,Gilgamesh didn't leave.
1,Anybody who ever swears at me better watch his step.
1,She put the pictures of Bill on your desk.
1,My eyes are itching from the smoke.
0,"You didn't leave, left you?"
1,Which poet wrote which ode?
1,Which politician appointed the journalist who supported him?
1,Shaving myself is difficult for me.
1,Pauline smiled her thanks.
1,John would prefer to finish the oatmeal.
1,"I know which woman Holly will discuss a report about, but I don't know which woman you will."
1,These are the books that we have gone most thoroughly over.
1,The medal was given to the soldier by Phillip.
1,"While Bob read Fred, he didn't Dickens."
1,We think that Bill left.
1,I believed the claim that Otto was wearing this hat.
1,Bill has been dancing.
1,It is crucial that John should show an interest.
1,Medea might have given Jason a poisoned robe (just treat a poisoned robe as an NP
1,David broke the window with a hammer.
0,The irritating and a bully man was my brother.
0,"They, they can't stand each other."
1,The process changed the substance from solid to liquid to gas to energy.
1,Gilgamesh should seek Ishtar
1,It seems that Agamemnon left.
0,"I like beer, me."
0,Hold has been gotten of some rare old manuscripts.
1,Who saw the man?
1,I hope that Mary wins.
1,"I can tell you when, but I can't tell you why, he left me."
1,John leave for Seoul tomorrow?
1,The scene of the movie was in Chicago.
0,That that the world is round is obvious upset Hermes.
0,He's the bit of a gossip.
1,The president's moral destruction is complete.
1,Kim and Sandy met in Seoul in the lobby of the Lotte Hotel in March.
1,Did he try to ever be attentive to the needs of students?
1,Frank will eat an apple and Morgan will too.
1,There was a dragon in the cave.
1,John learned French perfectly immediately.
0,That few boys came upset any of the teachers.
1,"The more you eat, the more you want."
1,It tends to be warm in September.
1,A motorist has reported the road is blocked at Bunker Hill.
1,The director praised the volunteers.
0,Talkative and a bully entered.
0,"Mary sang a song, but Lee could never."
1,Fanny regretted talking to Mary.
1,The presentation of a plaque was a proud moment.
0,I put the table with the books.
1,Why did you eat the cake?
1,Who do you think that Bill likes?
1,Some gifts get used a dozen or so times a year.
1,Arthur tried to bake a cake.
1,She fell into a sulk.
0,Sally is such a fool as people think.
1,What did Stacy say Becky bought?
0,What Henry found is Bill sad.
0,John is impressed by Bill as pompous.
1,Kim put the book in the box.
1,The river froze solid.
0,Calvin will could eat the beef waffles.
1,No one expected to win.
1,"Ann is going to send a picture of Chairman Mao to her teacher, as soon as she gets home."
1,What did she eat?
1,John gave the boys the CDs.
1,Learning to use a language freely and fully is a lengthy and arduous process.
0,The scene of the movie and that I wrote was in Chicago.
1,I like Mary and she likes me.
1,Pick any of these flowers.
1,Sasha lingered over lunch.
0,Cynthia munched peaches.
1,Dan walked to New Mexico in the rain last year.
1,Mary has more friends than two.
1,Ellen told Helen about the situation.
0,Any lion is usually majestic.
1,Have the kids arrived safely?
1,He is writing another long book about beavers.
1,Frank has drunk too much.
1,Sandy tried to eat oysters.
0,Which cake did you see the man who baked?
1,Smith loaned and his widow later donated a valuable collection of manuscripts to the library.
1,The pictures of Bill she put on your desk.
1,the assassination of the president.
1,Tom drives the way that that man drives.
1,The book costs $10.
1,I am removing the shovel from the shed.
0,I insist in seeing all the students who started out the term in my class through.
1,Rory has eaten the muffins.
0,Doug removed the scratches to nowhere.
1,Whom did Bill leave.
0,John stopped can to sign in tune.
0,The new tax Jaws will gain the middle class.
1,Many vampires have become vegetarian.
1,I sent Louis a book.
1,Ellen said something.
1,The present king of country music is more popular than the last one.
1,I am not certain about whether he will go or not.
1,On which bed does Tom sleep?
0,The characters in Shakespeare's Twelfth Night lives in a world that has been turned upside-down.
0,Which celebrity did he mention the fact that he had run into?
1,Terry touched the cat.
1,Reading Shakespeare satisfied me
1,John didn't talk to a woman.
1,"John will endorse the treaty, but Georges will not endorse the treaty."
1,Harry likes movies.
1,I believed that the sun is out.
0,Jennifer craned her arm.
1,Michelle became an architect.
0,"Which problem does the sooner that you solve, the more easily you'll satisfy the folks up at corporate headquarters?"
1,"The angrier Sue gets, the more Fred admires her."
1,Was the child in the school?
1,Stacy arrived at the palace.
0,He has been must being interrogated by the police at that very moment.
1,Rory must have eaten the muffins.
1,It is certain that you'll marry no student.
1,Max boasted that the queen invited Lucie and himself for a drink.
1,much equipment is needed.
1,I know.
1,John knows whose book Mary bought and Tom borrowed from her.
0,There melted a lot of snow on the streets of Chicago.
0,So much of a scholar is here.
1,The crowd vanished.
1,Sandy is either a lunatic or under the influence of drugs.
0,"Handsome though I believe the claim that Tom is, I still won't date him."
1,Nathan caused Benjamin to see himself in the mirror.
0,The yolk and the white separated apart.
0,How do you wonder who could solve this problem.
1,We proved Smith conclusively to the authorities to be the thief.
0,"Who would Poseidon run away, if the executioner murdered?"
0,I sought for game in the woods.
1,Plays and ballets alternate.
0,John gave Tom a book a record.
0,The president declared Smith as press secretary.
1,John talked to a woman who came up to him.
1,Maisie drove her car from Morningside to Leith on Wednesday.
0,Reports of which the government prescribes the height of the Lettering on the covers are invariably boring.
1,Why do you wonder whether she will invite me?
0,The proposal did be endorsed by Clinton.
1,Do you have dry socks? claim.
0,I'm glad that I ever met him.
1,Either Professor Swansong or the graduate students are going to proctor the exam.
1,Jack sprayed the wall with paint.
1,Tom seems eager to catch a cold.
1,These stories about himself worry John more than anything else.
0,Marianne left not.
1,I don't have any potatoes.
1,Who did John think that Bill claimed that Mary suspected that everybody liked?
1,The ice melted.
